bidId,issueDate,title,invitationNum,bidDueDate,stageId,bidResponseFormat,bidTemplateType,bidTypeId,byInvitation,companyId,stageStr,bidResponseFormatStr,page_scrape,estimatedBid,County,CategoriesList,url
111355,2023-11-02 17:03:49.603,2024 Herbert Walkup Pipeline Replacement Project,,2023-12-15 14:00:00.000,3,1,2,1,False,21516,Bidding,Electronic,1,"$5,815,150.00",El Dorado,"['34399 - Concrete And Metal Products, Culverts, Pilings, Septic Tanks, Accessories And Supplies', '34400 - Controlling, Indicating, Measuring, Monitoring, And Recording Instruments And Supplies ', '34587 - Material Handling, Conveyors, Storage Equipment And Accessories', '34607 - Pipe, Tubing, And Accessories (Not Fittings)', '34608 - Pipe And Tubing Fittings ', '34625 - Road And Highway Building Materials (Asphaltic) ', '34659 - Water Supply, Groundwater, Sewage Treatment, And Related Equipment (Not For Air Conditioning, Steam Boiler, Or Laboratory Reagent Water) ', '34765 - Public Utilities: Water, Sewer And Gas Maintenance And Repair ', '34773 - Shoring And Reinforcement Services ', '34786 - Construction Services, General (Incl. Maintenance And Repair Services)', '34790 - Construction Services, Heavy  (Incl. Maintenance And Repair Services)', '34798 - Concrete ', '34971 - Utility Services, Electric, Gas, Water ', '35059 - Public Works And Related Services ', '35145 - Construction, Utility/Underground Projects', '35146 - Construction, Water System, Main and Service Line', '35148 - Construction, Pipeline', '35149 - Construction, Sewer and Storm Drain', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/111355
68779,2019-12-26 14:08:42.327,Request For Qualifications For On-Call Sewer CCTV Coding,,2024-12-26 14:00:00.000,3,2,2,8,False,21516,Bidding,Paper,1,,El Dorado,"['34817 - Consulting Services ', '34876 - Data Processing, Computer, Programming, And Software Services', '34878 - Engineering Services, Professional ', '35059 - Public Works And Related Services ', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/68779
76214,2020-08-27 11:36:11.607,On-Call Land Surveying and Other Geomatics Services,,2025-08-27 14:00:00.000,3,2,4,16,False,21516,Bidding,Paper,1,,El Dorado,"['34662 - Aircraft And Airport Operations Services ', '34878 - Engineering Services, Professional ', '34879 - Environmental And Ecological Services ', '34927 - Miscellaneous Services, No. 1 (Not Otherwise Classified)', '34978 - Miscellaneous Services, No. 2  (Not Otherwise Classified)', '35017 - Mapping Services (Including Cartography And Surveying Services, Not Aerial)', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/76214
80041,2021-02-04 16:32:50.457,On-Call Engineering Support Services,,2026-02-04 14:00:00.000,3,2,4,16,False,21516,Bidding,Paper,1,,El Dorado,"['34717 - Geotechnical - Soils ', '34817 - Consulting Services ', '34842 - Engineering Consulting ', '34875 - Utilities: Gas, Water, Electric Consulting ', '34878 - Engineering Services, Professional ', '35059 - Public Works And Related Services ', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/80041
80028,2021-02-04 16:32:02.990,On-Call Environmental Documentation And Permitting Services,,2026-02-04 14:00:00.000,3,2,4,16,False,21516,Bidding,Paper,1,,El Dorado,"['34678 - Environmental - Architectural ', '34719 - Site Assessment And Site Field Observation ', '34817 - Consulting Services ', '34827 - Archeological Consulting ', '34842 - Engineering Consulting ', '34843 - Environmental Consulting ', '34875 - Utilities: Gas, Water, Electric Consulting ', '34878 - Engineering Services, Professional ', '34943 - Environmental Impact Studies ', '35059 - Public Works And Related Services ', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/80028
80042,2021-02-04 16:31:02.490,On-Call Programming Services,,2026-02-04 14:00:00.000,3,2,4,16,False,21516,Bidding,Paper,1,,El Dorado,"['34668 - Automation; Controls; Instrumentation - Architectural Services ', '34707 - Telecommunications Systems (Telephone, Radio, Etc.) - Architectural ', '34817 - Consulting Services ', '34835 - Computer Software Consulting ', '34842 - Engineering Consulting ', '34875 - Utilities: Gas, Water, Electric Consulting ', '35059 - Public Works And Related Services ', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/80042
107892,2023-07-20 15:41:45.220,On-Call Corrosion Protection Services,,2028-07-20 17:00:00.000,3,2,4,16,False,21516,Bidding,Paper,1,,El Dorado,"['34817 - Consulting Services ', '34842 - Engineering Consulting ', '34878 - Engineering Services, Professional ', '35059 - Public Works And Related Services ', '35061 - Corrosion Control Services ', '48128 - Notify me of all future STPUD Engineering projects.']",https://pbsystem.planetbids.com/portal/21516/bo/bo-detail/107892
111441,2023-11-06 11:11:24.567,5 PEDESTRIAN CROSSING IMPROVEMENTS WITH HAWK INSTALLATION FEDERAL AID PROJECT NO. HSIPL 5030(065) CITY PROJECT NO. PW9736,,2023-12-13 14:00:00.000,3,2,2,1,False,42510,Bidding,Paper,1,"1,493,000",Solano,"['266604 - Construction Sand and Gravel Mining', '266637 - Highway, Street, and Bridge Construction', '266638 - Other Heavy and Civil Engineering Construction', '266815 - Asphalt Paving Mixture and Block Manufacturing', '266816 - Asphalt Shingle and Coating Materials Manufacturing']",https://pbsystem.planetbids.com/portal/42510/bo/bo-detail/111441
112087,2023-11-29 13:20:04.940,RFP - Environmental Consultation and Environmental Permitting Services (including CEQA Documentation),11292023-WQ,2023-12-18 17:00:00.000,3,1,1,4,False,24450,Bidding,Electronic,1,,Los Angeles,"['32415 - Environmental Controls', '32796 - Engineering Services', '32805 - Management Consulting Services', '32808 - Business Consulting, Nec']",https://pbsystem.planetbids.com/portal/24450/bo/bo-detail/112087
112358,2023-12-08 14:33:29.763,GSWC - Mountain Desert District Janitorial Services,TSJ12072023,2023-12-22 17:00:00.000,3,1,4,4,False,24450,Bidding,Electronic,1,,Los Angeles,"['32503 - Sanitary Services, Nec', '32718 - Building Maintenance Services, Nec', '32807 - Facilities Support Services']",https://pbsystem.planetbids.com/portal/24450/bo/bo-detail/112358
